ID,Name,Research output type,Title
1301637,"FANKHAUSER, Sam",Journal article,Reduction in greenhouse gas emissions from national climate legislation
1318458,"FANKHAUSER, Sam",Journal article,What does network analysis teach us about international environmental cooperation?
1328187,"FANKHAUSER, Sam",Journal article,A review of commercialisation mechanisms for carbon dioxide removal
1333724,"FANKHAUSER, Sam",Journal article,The impact of climate legislation on trade-related carbon emissions 1996-2018
1337878,"FANKHAUSER, Sam",Journal article,Stranded nations? Transition risks and opportunities towards a clean economy
1525563,"FANKHAUSER, Sam",Journal article,Net zero portfolio targets for development finance institutions: challenges and solutions
1540407,"FANKHAUSER, Sam",Journal article,Invention and global diffusion of technologies for climate change adaptation: a patent analysis
1607749,"FANKHAUSER, Sam",Journal article,Development transitions for fossil fuel-producing low and lower–middle income countries in a carbon-constrained world
1615003,"FANKHAUSER, Sam",Journal article,The impact of COVID-19 fiscal spending on climate change adaptation and resilience
1634133,"FANKHAUSER, Sam",Preprint,What Does Network Analysis Teach Us About International Environmental Cooperation?
1989000,"FANKHAUSER, Sam",Journal article,Regulating net zero: from groundswell to ground rules
1994632,"FANKHAUSER, Sam",Journal article,Testing the ambition loop: do country- and company-level net-zero targets reinforce each other? A global comparison
1998027,"FANKHAUSER, Sam",Journal article,Author Correction: Africa needs context-relevant evidence to shape its clean energy future
2018339,"FANKHAUSER, Sam",Journal article,Policy support for BECCS and DACCS in Europe: the view of market participants
2019625,"FANKHAUSER, Sam",Journal article,Corrigendum: Stranded nations? Transition risks and opportunities towards a clean economy (2023 Environ. Res. Lett. 18 045004)
2042732,"FANKHAUSER, Sam",Journal article,A 10-point plan to scale up renewable energy in the Global South
2057414,"FANKHAUSER, Sam",Journal article,The unequivocal case for net zero green growth
2079404,"FANKHAUSER, Sam",Journal article,The importance of place in climate action
2080382,"FANKHAUSER, Sam",Journal article,Climate change mitigation policies for developing countries
1179017,"WALSH, Tristram W",Journal article,FaIRv2.0.0: a generalized impulse response model for climate uncertainty and future scenario exploration
1202862,"WALSH, Tristram W",Journal article,Quantifying non-CO2 contributions to remaining carbon budgets
1361411,"WALSH, Tristram W",Journal article,Indicators of Global Climate Change 2022: annual update of large-scale indicators of the state of the climate system and human influence
1620930,"WALSH, Tristram W",Preprint,FaIRv2.0.0: a generalised impulse-response model for climate uncertainty and future scenario exploration
1633915,"WALSH, Tristram W",Preprint,Indicators of Global Climate Change 2022: Annual update of large-scale indicators of the state of the climate system and the human influence
2007942,"WALSH, Tristram W",Journal article,Indicators of Global Climate Change 2023: annual update of key indicators of the state of the climate system and human influence
1267871,"OMUKUTI, Jessica A",Journal article,The green climate fund and its shortcomings in local delivery of adaptation finance
1287635,"OMUKUTI, Jessica A",Journal article,Africa needs context-relevant evidence to shape its clean energy future
1287650,"OMUKUTI, Jessica A",Presentation,International Open Access Week: Opening Oxford's climate research
1308182,"OMUKUTI, Jessica A",Journal article,Country ownership of adaptation: Stakeholder influence or government control?
1309790,"OMUKUTI, Jessica A",Journal article,Systems thinking in COVID-19 recovery is urgently needed to deliver sustainable development for women and girls.
1309791,"OMUKUTI, Jessica A",Journal article,COP26 as an opportunity to further democratise the Green Climate Fund.
1309792,"OMUKUTI, Jessica A",Chapter,Lessons from Tanzanian forest management: Justice in environmental and climate policy transitions
1309793,"OMUKUTI, Jessica A",Journal article,The value of secondary use of data generated by non-governmental organisations for disaster risk management research: Evidence from the Caribbean
1314843,"OMUKUTI, Jessica A",Journal article,Global Surpluses of Extraction and Slow Climate Violence: A Sociological Framework
1339341,"OMUKUTI, Jessica A",Journal article,Can ‘Net Zero’ still be an instrument of climate justice?
1470695,"OMUKUTI, Jessica A",Journal article,"Locally led adaptation: Promise, pitfalls, and possibilities."
1528903,"OMUKUTI, Jessica A",Chapter,The Green Climate Fund as an Elaborate Scheme of Generating Social Harms
1599148,"OMUKUTI, Jessica A",Chapter,"Introduction: Derailing Development, Exacerbating Gender Injustice"
1599149,"OMUKUTI, Jessica A",Chapter,Regional Governance: A Missed Opportunity to Tackle COVID-19's Gendered Inequalities?
1599150,"OMUKUTI, Jessica A",Chapter,Exacerbating the Gender Gap: COVID-19 and Gendered Inequalities in Work and Education
1599151,"OMUKUTI, Jessica A",Chapter,"Gender, Development and COVID-19: More of the Same is Not Working"
1599152,"OMUKUTI, Jessica A",Chapter,Unequal Development: What Lies Beneath COVID-19's Gender Politics?
1599153,"OMUKUTI, Jessica A",Chapter,Exacerbating Inequalities: Gender-Based Violence and Sexual and Reproductive Health
1599154,"OMUKUTI, Jessica A",Chapter,"THE GENDERED FACE OF COVID-19 IN THE GLOBAL SOUTH The Development, Gender and Health Nexus Conclusion"
1609727,"OMUKUTI, Jessica A",Journal article,The need for a climate-resilient development-aligned framing of innovative climate finance
1609728,"OMUKUTI, Jessica A",Chapter,Energy justice and development
1609729,"OMUKUTI, Jessica A",Journal article,Development Research in Flux and in Demand: The Future of Progress in Development Studies
1648382,"OMUKUTI, Jessica A",Journal article,Develop medium‐ to long‐term climate information services to enhance comprehensive climate risk management in Africa
1998027,"OMUKUTI, Jessica A",Journal article,Author Correction: Africa needs context-relevant evidence to shape its clean energy future
2041984,"OMUKUTI, Jessica A",Report,Governance levers for ensuring equity and justice in carbon markets in Kenya
1173044,"SOTERRONI, ALINE S",Journal article,Implementing Brazil’s Forest Code: a vital contribution to securing forests and conserving biodiversity
1188017,"SOTERRONI, ALINE S",Journal article,Conserving the Cerrado and Amazon biomes of Brazil protects the soy economy from damaging warming
1285370,"SOTERRONI, ALINE S",Journal article,How can diverse national food and land-use priorities be reconciled with global sustainability targets? Lessons from the FABLE initiative
1330974,"SOTERRONI, ALINE S",Journal article,A decentralized approach to model national and global food and land use systems
1347842,"SOTERRONI, ALINE S",Journal article,Impact of land tenure on deforestation control and forest restoration in Brazilian Amazonia
1355761,"SOTERRONI, ALINE S",Journal article,Current policies are insufficient to protect or restore Brazil’s cost-effective conservation priority zones
1493519,"SOTERRONI, ALINE S",Journal article,Eroding resilience of deforestation interventions—evidence from Brazil's lost decade
1563821,"SOTERRONI, ALINE S",Journal article,Nature-based solutions are critical for putting Brazil on track towards net-zero emissions by 2050.
1632920,"SOTERRONI, ALINE S",Preprint,Nature-Based Solutions Are Critical for Putting Brazil on Track towards Net Zero
2017471,"SOTERRONI, ALINE S",Journal article,Using policy scenarios to assess challenges and opportunities for reaching restoration targets in Brazil’s Atlantic Forest
2023216,"SOTERRONI, ALINE S",Journal article,Integrated modeling of nature’s role in human well-being: A research agenda
2036073,"SOTERRONI, ALINE S",Chapter,Considering the Cross-Boundary Environmental and Social Implications of the EU’s Carbon Dioxide Removal Strategy in Brazil
1265093,"NAWAZ, Sara A",Journal article,Climate solution or corporate co-optation? US and Canadian publics' views on agricultural gene editing.
1269015,"NAWAZ, Sara A",Journal article,On the nature of naturalness? Theorizing ‘nature’ for the study of public perceptions of novel genomic technologies in agriculture and conservation
1272686,"NAWAZ, Sara A",Journal article,Does “Precision” Matter? A Q Study of Public Interpretations of Gene Editing in Agriculture
1327380,"NAWAZ, Sara A",Journal article,"Exploring public acceptability of direct air carbon capture with storage: climate urgency, moral hazards and perceptions of the ‘whole versus the parts’"
1336416,"NAWAZ, Sara A",Journal article,Public evaluations of four approaches to ocean-based carbon dioxide removal
1375642,"NAWAZ, Sara A",Journal article,Broaden Research on Ocean Alkalinity Enhancement to Better Characterize Social Impacts.
1648386,"NAWAZ, Sara A",Preprint,"Exploring public acceptability of direct air capture and storage: Climate urgency, moral hazards and perceptions of the whole versus the parts of a carbon dioxide removal system"
1800292,"NAWAZ, Sara A",Journal article,Grappling with a sea change: tensions in expert imaginaries of marine carbon dioxide removal
2078068,"NAWAZ, Sara A",Journal article,Upscaling DAC Hubs with Wind Energy and CO<sub>2</sub> Mineral Storage: Considerations for Large-Scale Carbon Removal from the Atmosphere.
2078069,"NAWAZ, Sara A",Journal article,An independent public engagement body is needed to responsibly scale carbon removal in the US
2078070,"NAWAZ, Sara A",Journal article,"Towards just, responsible, and socially viable carbon removal: lessons from offshore DACCS research for early-stage carbon removal projects"
2078071,"NAWAZ, Sara A",Journal article,From seed to sequence: Dematerialization and the battle to (re)define genetic resources
2078072,"NAWAZ, Sara A",Journal article,Social comfort zones for transformative conservation decisions in a changing climate.
2078073,"NAWAZ, Sara A",Journal article,Carbon removal for a just transition
2078074,"NAWAZ, Sara A",Journal article,Navigating the obstacles of carbon-negative technologies
2078075,"NAWAZ, Sara A",Journal article,Next steps for assessing ocean iron fertilization for marine carbon dioxide removal
2078076,"NAWAZ, Sara A",Journal article,Drawing Lines in the Sand? Paths Forward for Triggering Regulation of Gene-Edited Crops
2078077,"NAWAZ, Sara A",Journal article,Under pressure: conservation choices and the threat of species extinction
2078079,"NAWAZ, Sara A",Journal article,Social considerations and best practices to apply to engaging publics on ocean alkalinity enhancement
2078080,"NAWAZ, Sara A",Preprint,Social Considerations and Best Practices for Engaging Publics on Ocean Alkalinity Enhancement
2078081,"NAWAZ, Sara A",Journal article,Solid Carbon: Safe and Durable Carbon Storage in Ocean Basalt - From Feasibility to Demonstration to Global Potential
2078082,"NAWAZ, Sara A",Journal article,Tensions at the boundary: Rearticulating ‘organic’ plant breeding in the age of gene editing
1564605,"HYSLOP, Camilla H",Preprint,ClimateBERT-NetZero: Detecting and assessing net zero and reduction targets
1239446,"COX, Emily M",Journal article,Editorial: Governing Carbon Dioxide Removal
1278279,"COX, Emily M",Journal article,Civil disobedience by scientists helps press for urgent climate action
1328459,"COX, Emily M",Journal article,Perception spillover from fracking onto public perceptions of novel energy technologies
1514531,"COX, Emily M",Journal article,“I hope they shouldn't happen”: Social vulnerability and resilience to urban energy disruptions in a digital society in Scotland
1514532,"COX, Emily M",Journal article,Exploring cross-national public support for the use of enhanced weathering as a land-based carbon dioxide removal strategy.
1514536,"COX, Emily M",Journal article,"But They Told Us It Was Safe! Carbon Dioxide Removal, Fracking, and Ripple Effects in Risk Perceptions."
1514537,"COX, Emily M",Journal article,"Deliberating enhanced weathering: public frames, iconic ecosystems and the governance of carbon removal at scale"
1514538,"COX, Emily M",Journal article,Public perceptions of carbon dioxide removal in the United States and the United Kingdom
